year,mes,periodo,median,mean,max,variance,sd,sex,area_m2_ha,fruits_comp,fruits_comp_p
2017,Ene,p2,4,5.148148148,9,8.417989418,2.901377159,All,0.726993201,NA,NA
2017,Feb,p1,NA,NA,NA,NA,NA,All,1.183919194,NA,NA
2006,Ago,p2,1,0.692307692,NA,NA,NA,female,0.147241662,70.9876543,0.709876543
2006,Sep,p1,0,0.715384615,4,1.042397138,1.02097852,female,NA,55.5555556,0.555555556
2006,Sep,p2,NA,NA,4,1.042397138,1.02097852,female,0.439190137,NA,NA
2006,Oct,p1,2,2.407185629,6,2.71271914,1.647033436,female,0.486124024,75.70512823,0.757051282
2006,Oct,p2,1,1.741935484,6,2.71271914,1.647033436,female,0.377639253,91.66944342,0.916694434
2006,Nov,p1,3,2.688,5,2.02283871,1.422265344,female,0.283601302,94.3019943,0.943019943
2006,Nov,p2,2,2.270833333,5,2.02283871,1.422265344,female,0.589759218,83.87507103,0.83875071
2006,Dic,p1,3,2.966165414,9,5.474322599,2.339727035,female,0.860714791,74.17504683,0.741750468
2006,Dic,p2,0,1.263736264,9,5.474322599,2.339727035,female,0.683970654,83.33333333,0.833333333
2007,Ene,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2007,Ene,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2007,Feb,p1,4,3.419354839,9,5.952793076,2.439834641,female,NA,NA,NA
2007,Feb,p2,NA,NA,9,5.952793076,2.439834641,female,NA,NA,NA
2007,Mar,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2007,Mar,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2007,Abr,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2007,Abr,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2007,May,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2007,May,p2,3,2.956386293,NA,NA,NA,female,0.529952905,90.36733247,0.903673325
2007,Jun,p1,1,1.869127517,6,3.326249068,1.82380072,female,0.353735366,78.93768769,0.789376877
2007,Jun,p2,2,2.638554217,6,3.326249068,1.82380072,female,0.303412268,90.19744483,0.901974448
2007,Jul,p1,2,2.517006803,5,2.18880738,1.479461855,female,0.363384717,84.49824823,0.844982482
2007,Jul,p2,4,3.228835979,5,2.18880738,1.479461855,female,0.463713661,78.83170091,0.788317009
2007,Ago,p1,2,2.402799378,9,3.826596513,1.956168835,female,0.415626741,80.54285714,0.805428571
2007,Ago,p2,3,2.664254703,9,3.826596513,1.956168835,female,0.265635831,86.63911845,0.866391185
2007,Sep,p1,4,3.264957265,6,3.154486722,1.776087476,female,0.206281564,NA,NA
2007,Sep,p2,2,2.418848168,6,3.154486722,1.776087476,female,0.249262022,NA,NA
2007,Oct,p1,2,2.263157895,6,1.710035959,1.307683432,female,0.342254443,95.50561798,0.95505618
2007,Oct,p2,2,2.076923077,6,1.710035959,1.307683432,female,0.367555094,78.85207223,0.788520722
2007,Nov,p1,1,2.045714286,6,3.602488743,1.898022324,female,0.56027635,68.15413277,0.681541328
2007,Nov,p2,4,3.504087193,6,3.602488743,1.898022324,female,0.454829177,90.20637898,0.90206379
2007,Dic,p1,5,5.309597523,10,6.282733688,2.506538188,female,0.416015793,NA,NA
2007,Dic,p2,NA,NA,10,6.282733688,2.506538188,female,0.489118686,NA,NA
2008,Ene,p1,3,3.658536585,9,12.2304878,3.497211433,female,NA,99.01960785,0.990196079
2008,Ene,p2,4,3.74137931,9,12.2304878,3.497211433,female,0.701898535,84.25771557,0.842577156
2008,Feb,p1,3,3.580487805,10,7.530180691,2.74411747,female,0.613766888,87.01044545,0.870104455
2008,Feb,p2,6,5.18466899,10,7.530180691,2.74411747,female,0.937982769,97.62528735,0.976252874
2008,Mar,p1,4,3.765853659,7,4.971936311,2.229783916,female,0.983970663,98.7012987,0.987012987
2008,Mar,p2,3,3.2,7,4.971936311,2.229783916,female,1.017351796,92.06174779,0.920617478
2008,Abr,p1,NA,NA,NA,NA,NA,female,0.767313525,100,1
2008,Abr,p2,3,2.676731794,NA,NA,NA,female,0.678660164,88.54528825,0.885452883
2008,May,p1,0,0.590517241,6,1.913849082,1.383419344,female,0.60562388,66.66666667,0.666666667
2008,May,p2,1,1.015151515,6,1.913849082,1.383419344,female,0.213765224,85.38171827,0.853817183
2008,Jun,p1,1,0.8,2,0.314814815,0.561083608,female,0.202134985,74.08346373,0.740834637
2008,Jun,p2,1,0.961206897,2,0.314814815,0.561083608,female,0.153241871,69.9384214,0.699384214
2008,Jul,p1,1,1.189781022,3,0.316659511,0.562725075,female,0.492340984,81.29212453,0.812921245
2008,Jul,p2,1,1.751412429,3,0.316659511,0.562725075,female,0.197456346,82.8056564,0.828056564
2008,Ago,p1,1,1.310483871,4,0.895112316,0.946103755,female,0.148368362,63.37386107,0.633738611
2008,Ago,p2,1,1.695006748,4,0.895112316,0.946103755,female,0.32831705,61.77921538,0.617792154
2008,Sep,p1,2,2.554216867,10,10.95158817,3.309318385,female,0.276047513,83.15151516,0.831515152
2008,Sep,p2,NA,NA,10,10.95158817,3.309318385,female,0.145982973,NA,NA
2008,Oct,p1,NA,NA,NA,NA,NA,female,0.548150356,97.4137931,0.974137931
2008,Oct,p2,NA,NA,NA,NA,NA,female,0.218912348,55.01045488,0.550104549
2008,Nov,p1,NA,NA,NA,NA,NA,female,0.177998989,82.80864198,0.82808642
2008,Nov,p2,NA,NA,NA,NA,NA,female,NA,88.8766789,0.888766789
2008,Dic,p1,NA,NA,NA,NA,NA,female,NA,82.21153845,0.822115385
2008,Dic,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Ene,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Ene,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Feb,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Feb,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Mar,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Mar,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Abr,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Abr,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,May,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,May,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Jun,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Jun,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Jul,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Jul,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Ago,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Ago,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Sep,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Sep,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Oct,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Oct,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Nov,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Nov,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Dic,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2009,Dic,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2010,Ene,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2010,Ene,p2,NA,NA,NA,NA,NA,female,NA,89.0410959,0.890410959
2010,Feb,p1,NA,NA,NA,NA,NA,female,1.314895571,92.60021938,0.926002194
2010,Feb,p2,NA,NA,NA,NA,NA,female,0.986067731,92.98685782,0.929868578
2010,Mar,p1,NA,NA,NA,NA,NA,female,0.912015221,93.8949939,0.938949939
2010,Mar,p2,NA,NA,NA,NA,NA,female,1.00902984,87.32051282,0.873205128
2010,Abr,p1,NA,NA,NA,NA,NA,female,0.463650989,NA,NA
2010,Abr,p2,NA,NA,NA,NA,NA,female,0.911494319,NA,NA
2010,May,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2010,May,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2010,Jun,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2010,Jun,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2010,Jul,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2010,Jul,p2,1,1.386440678,NA,NA,NA,female,0.212449066,73.7496991,0.737496991
2010,Ago,p1,3,2.808362369,8,5.001608148,2.236427541,female,0.224861982,71.40840417,0.714084042
2010,Ago,p2,1,1.524193548,8,5.001608148,2.236427541,female,0.124994066,56.9083022,0.569083022
2010,Sep,p1,2,1.841423948,7,2.062434329,1.436117798,female,0.168131079,56.12287634,0.561228763
2010,Sep,p2,NA,NA,7,2.062434329,1.436117798,female,0.577144597,72.05200268,0.720520027
2010,Oct,p1,NA,NA,NA,NA,NA,female,0.261774887,92.7175325,0.927175325
2010,Oct,p2,2,2.838235294,NA,NA,NA,female,0.30617221,47.69084323,0.476908432
2010,Nov,p1,5,5.252559727,9,6.435995138,2.536926317,female,0.576551562,77.86099533,0.778609953
2010,Nov,p2,6,4.763779528,9,6.435995138,2.536926317,female,0.65865807,88.12875297,0.88128753
2010,Dic,p1,3,2.867647059,5,2.862818262,1.691986484,female,0.968302549,83.77742945,0.837774295
2010,Dic,p2,NA,NA,5,2.862818262,1.691986484,female,NA,100,1
2011,Ene,p1,5,4.470588235,8,6.889705882,2.624824924,female,0.489381536,50,0.5
2011,Ene,p2,1,1.029411765,8,6.889705882,2.624824924,female,0.410977814,NA,NA
2011,Feb,p1,3,3.75,9,8.514227642,2.917914948,female,0.677375816,66.96428573,0.669642857
2011,Feb,p2,5,5.34057971,9,8.514227642,2.917914948,female,0.821998056,87.85140562,0.878514056
2011,Mar,p1,3,4.231927711,11,8.680186001,2.946215539,female,0.54487155,97.28375528,0.972837553
2011,Mar,p2,4,4.063380282,11,8.680186001,2.946215539,female,0.759232438,77.05627705,0.770562771
2011,Abr,p1,3,2.940677966,7,4.244314066,2.06017331,female,0.852459312,99.02777778,0.990277778
2011,Abr,p2,1,1.641196013,7,4.244314066,2.06017331,female,0.367645542,81.0065847,0.810065847
2011,May,p1,1,1.238993711,4,0.876455767,0.936192163,female,0.421401042,89.91413172,0.899141317
2011,May,p2,1,1.100806452,4,0.876455767,0.936192163,female,0.314776424,72.06034183,0.720603418
2011,Jun,p1,1,1.204819277,4,0.60387893,0.777096474,female,0.667837347,96.66666667,0.966666667
2011,Jun,p2,0,0.559055118,4,0.60387893,0.777096474,female,0.584866097,37.18926553,0.371892655
2011,Jul,p1,1,1.226415094,3,0.886881874,0.94174406,female,0.12831334,86.30705395,0.86307054
2011,Jul,p2,0,0.357366771,3,0.886881874,0.94174406,female,0.090523161,54.03221513,0.540322151
2011,Ago,p1,0,0.385057471,2,0.4809315,0.693492249,female,0.154596995,36.97916665,0.369791667
2011,Ago,p2,1,1.179487179,2,0.4809315,0.693492249,female,0.28071924,51.51930417,0.515193042
2011,Sep,p1,1,1.238461538,6,2.617113894,1.617749639,female,0.379929837,72.94871795,0.72948718
2011,Sep,p2,2,2.326732673,6,2.617113894,1.617749639,female,0.43383519,68.33333334,0.683333333
2011,Oct,p1,2,2.899159664,6,5.515168779,2.348439648,female,0.526946369,84.2857143,0.842857143
2011,Oct,p2,3,2.731707317,6,5.515168779,2.348439648,female,0.845989911,NA,NA
2011,Nov,p1,2,2.410447761,6,2.303950174,1.517876864,female,0.475744789,49.12947417,0.491294742
2011,Nov,p2,4,3.859728507,6,2.303950174,1.517876864,female,0.45929834,55.83030448,0.558303045
2011,Dic,p1,5,5.571428571,10,13.82706767,3.718476525,female,0.597801968,NA,NA
2011,Dic,p2,1,2.608333333,10,13.82706767,3.718476525,female,0.404321507,NA,NA
2012,Ene,p1,6,4.494186047,8,7.514585883,2.7412745,female,0.350806771,93.55555555,0.935555556
2012,Ene,p2,5,5.885416667,8,7.514585883,2.7412745,female,0.503086618,77.38360673,0.773836067
2012,Feb,p1,5,4.952054795,10,10.9838923,3.314195574,female,0.46836978,95.9006312,0.959006312
2012,Feb,p2,5,4.333333333,10,10.9838923,3.314195574,female,0.633937112,84.23544975,0.842354498
2012,Mar,p1,5,5.528301887,10,15.67706821,3.959427764,female,0.814590179,NA,NA
2012,Mar,p2,3,3.707865169,10,15.67706821,3.959427764,female,0.538519218,96.3963964,0.963963964
2012,Abr,p1,1,2.694711538,10,7.923441844,2.814860893,female,0.592387159,94.68082135,0.946808214
2012,Abr,p2,2,2.265671642,10,7.923441844,2.814860893,female,0.354782095,85.06803958,0.850680396
2012,May,p1,1,1.5,8,3.641686183,1.908320252,female,0.177239435,68.03647902,0.68036479
2012,May,p2,2,2.223157895,8,3.641686183,1.908320252,female,0.121050051,74.6864868,0.746864868
2012,Jun,p1,1,1.028571429,4,1.059077381,1.029114853,female,0.287172612,73.7709063,0.737709063
2012,Jun,p2,NA,NA,4,1.059077381,1.029114853,female,0.297022899,NA,NA
2012,Jul,p1,NA,NA,NA,NA,NA,female,0.52951622,NA,NA
2012,Jul,p2,NA,NA,NA,NA,NA,female,0.330452742,77.5237836,0.775237836
2012,Ago,p1,NA,NA,NA,NA,NA,female,0.225997728,69.04077216,0.690407722
2012,Ago,p2,NA,NA,NA,NA,NA,female,0.075538182,50.81327393,0.508132739
2012,Sep,p1,NA,NA,NA,NA,NA,female,0.072471946,75.16802107,0.751680211
2012,Sep,p2,NA,NA,NA,NA,NA,female,0.15807999,79.97648902,0.79976489
2012,Oct,p1,NA,NA,NA,NA,NA,female,0.194387794,74.9913492,0.749913492
2012,Oct,p2,NA,NA,NA,NA,NA,female,0.251335115,NA,NA
2012,Nov,p1,NA,NA,NA,NA,NA,female,0.328633338,52.82639087,0.528263909
2012,Nov,p2,NA,NA,NA,NA,NA,female,0.778351576,59.2775041,0.592775041
2012,Dic,p1,NA,NA,NA,NA,NA,female,0.539667616,70.29188682,0.702918868
2012,Dic,p2,NA,NA,NA,NA,NA,female,0.501836653,70.7692308,0.707692308
2013,Ene,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2013,Ene,p2,1,2.309016393,NA,NA,NA,female,0.311916187,89.70302485,0.897030249
2013,Feb,p1,1,1.711286089,5,2.040056425,1.428305438,female,0.299224216,92.07528958,0.920752896
2013,Feb,p2,1,1.489216799,5,2.040056425,1.428305438,female,0.335461458,93.50210973,0.935021097
2013,Mar,p1,1,1.776859504,6,2.568070675,1.602520101,female,0.418194644,87.59354483,0.875935448
2013,Mar,p2,1,1.014948859,6,2.568070675,1.602520101,female,0.497131453,99.53051643,0.995305164
2013,Abr,p1,NA,NA,NA,NA,NA,female,0.725446398,82.22470002,0.822247
2013,Abr,p2,NA,NA,NA,NA,NA,female,0.297196299,70.83333335,0.708333334
2013,May,p1,NA,NA,NA,NA,NA,female,0.215336512,59.01913875,0.590191388
2013,May,p2,1,1.15819209,NA,NA,NA,female,0.236701968,78.6885246,0.786885246
2013,Jun,p1,1,0.945686901,5,1.186143197,1.089102014,female,0.279863783,27.5,0.275
2013,Jun,p2,2,2.093939394,5,1.186143197,1.089102014,female,0.609148176,83.7288048,0.837288048
2013,Jul,p1,2,2.098060345,8,3.717450387,1.928069082,female,0.427554458,100,1
2013,Jul,p2,1,1.03625731,8,3.717450387,1.928069082,female,0.479189238,77.0952381,0.770952381
2013,Ago,p1,1,0.891634981,2,0.359663227,0.59971929,female,0.383319557,75.2138968,0.752138968
2013,Ago,p2,0,0.309677419,2,0.359663227,0.59971929,female,0.519438308,NA,NA
2013,Sep,p1,2,1.907063197,5,0.912972313,0.955495847,female,0.387301421,57.1428571,0.571428571
2013,Sep,p2,1,0.8125,5,0.912972313,0.955495847,female,0.602823678,80,0.8
2013,Oct,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2013,Oct,p2,1,1.64868256,NA,NA,NA,female,NA,56.07078853,0.560707885
2013,Nov,p1,1,2.517073171,8,5.878680899,2.424599121,female,0.382658678,NA,NA
2013,Nov,p2,1,2.476861167,8,5.878680899,2.424599121,female,0.18802871,51.1627907,0.511627907
2013,Dic,p1,1,1.18128655,3,0.433867873,0.658686475,female,0.319307342,64.2799189,0.642799189
2013,Dic,p2,NA,NA,3,0.433867873,0.658686475,female,0.561798337,NA,NA
2014,Ene,p1,0,0.266666667,1,0.2,0.447213595,female,NA,NA,NA
2014,Ene,p2,3,2.928237129,1,0.2,0.447213595,female,0.66955167,86.19791665,0.861979167
2014,Feb,p1,4,3.157175399,7,2.862055237,1.691760987,female,0.925822831,83.84504464,0.838450446
2014,Feb,p2,1,2.940199336,7,2.862055237,1.691760987,female,0.758826122,85.26498352,0.852649835
2014,Mar,p1,2,2.005372218,5,1.255731486,1.120594256,female,0.580301608,89.17721715,0.891772172
2014,Mar,p2,1,1.589005236,5,1.255731486,1.120594256,female,0.618200893,91.87491267,0.918749127
2014,Abr,p1,2,2.484848485,4,1.945920746,1.394962632,female,0.33066821,66.6666667,0.666666667
2014,Abr,p2,1,1.995555556,4,1.945920746,1.394962632,female,NA,93.20075757,0.932007576
2014,May,p1,2,2.7171875,7,6.872943564,2.621629944,female,0.382565051,92.64705883,0.926470588
2014,May,p2,1,1.988023952,7,6.872943564,2.621629944,female,0.283301464,82.08167,0.8208167
2014,Jun,p1,1,0.796116505,2,0.571469067,0.755955731,female,0.380151506,65.63573883,0.656357388
2014,Jun,p2,2,1.544,2,0.571469067,0.755955731,female,0.344512591,73.9093296,0.739093296
2014,Jul,p1,1,1.385558583,3,0.564647914,0.751430578,female,0.631088128,62.73648523,0.627364852
2014,Jul,p2,1,1.117546848,3,0.564647914,0.751430578,female,0.620011849,66.36454834,0.663645483
2014,Ago,p1,1,0.717539863,2,0.636202835,0.797623241,female,0.57091483,38.86904762,0.388690476
2014,Ago,p2,1,1.029715229,2,0.636202835,0.797623241,female,0.898382461,44.46545802,0.44465458
2014,Sep,p1,1,1.251597444,3,1.006991851,1.003489836,female,1.023244076,80.38545007,0.803854501
2014,Sep,p2,1,1.102238806,3,1.006991851,1.003489836,female,0.302289887,48.97966958,0.489796696
2014,Oct,p1,1,1.354956268,5,1.450135884,1.204215879,female,0.555876691,42.22420157,0.422242016
2014,Oct,p2,1,1.467425026,5,1.450135884,1.204215879,female,0.471105647,69.1742739,0.691742739
2014,Nov,p1,2,2.826462128,12,6.10709179,2.471253081,female,0.669127561,73.490041,0.73490041
2014,Nov,p2,1,1.58982684,12,6.10709179,2.471253081,female,0.626791857,41.63928013,0.416392801
2014,Dic,p1,1,1.060721063,4,0.669309745,0.818113528,female,0.319704806,28.5021645,0.285021645
2014,Dic,p2,1,2.272340426,4,0.669309745,0.818113528,female,0.484857719,26.53990887,0.265399089
2015,Ene,p1,2,2.69138756,6,2.453690636,1.566426071,female,0.82774298,80.002405,0.80002405
2015,Ene,p2,1,1.493506494,6,2.453690636,1.566426071,female,1.120487136,85.2350031,0.852350031
2015,Feb,p1,1,2.798969072,8,7.217692567,2.686576365,female,0.73942678,97.76785714,0.977678571
2015,Feb,p2,3,4.439271255,8,7.217692567,2.686576365,female,0.683412807,92.43128145,0.924312815
2015,Mar,p1,2,2.929362881,5,3.538692797,1.881141355,female,0.507472085,75.82446808,0.758244681
2015,Mar,p2,3,2.081632653,5,3.538692797,1.881141355,female,0.453787046,NA,NA
2015,Abr,p1,1,1.518427518,4,1.077861561,1.038201118,female,0.371835116,89.18785553,0.891878555
2015,Abr,p2,1,1.261111111,4,1.077861561,1.038201118,female,0.441844451,95.6822107,0.956822107
2015,May,p1,1,1.295454545,2,0.261987343,0.511846992,female,0.328494214,82.75228368,0.827522837
2015,May,p2,1,0.964562569,2,0.261987343,0.511846992,female,0.238592835,81.30306143,0.813030614
2015,Jun,p1,1,0.593886463,2,0.35627825,0.596890484,female,0.281108852,65.59783637,0.655978364
2015,Jun,p2,0,0.424898512,2,0.35627825,0.596890484,female,0.258574328,58.21870383,0.582187038
2015,Jul,p1,1,1.043294615,2,0.250766301,0.500765715,female,0.196148172,66.41104157,0.664110416
2015,Jul,p2,0,0.27032967,2,0.250766301,0.500765715,female,0.468822211,7.89473685,0.078947369
2015,Ago,p1,NA,NA,NA,NA,NA,female,0.394211934,NA,NA
2015,Ago,p2,1,0.908296943,NA,NA,NA,female,0.220074787,81.14035085,0.811403509
2015,Sep,p1,NA,NA,NA,NA,NA,female,0.335156078,NA,NA
2015,Sep,p2,NA,NA,NA,NA,NA,female,0.278181579,NA,NA
2015,Oct,p1,NA,NA,NA,NA,NA,female,NA,NA,NA
2015,Oct,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2015,Nov,p1,NA,NA,NA,NA,NA,female,0.479756238,NA,NA
2015,Nov,p2,NA,NA,NA,NA,NA,female,0.429678374,NA,NA
2015,Dic,p1,NA,NA,NA,NA,NA,female,0.408063679,NA,NA
2015,Dic,p2,NA,NA,NA,NA,NA,female,0.508369473,NA,NA
2016,Ene,p1,NA,NA,NA,NA,NA,female,0.541023665,NA,NA
2016,Ene,p2,NA,NA,NA,NA,NA,female,0.491839123,NA,NA
2016,Feb,p1,NA,NA,NA,NA,NA,female,0.528734316,NA,NA
2016,Feb,p2,NA,NA,NA,NA,NA,female,0.560444293,NA,NA
2016,Mar,p1,NA,NA,NA,NA,NA,female,0.517490655,NA,NA
2016,Mar,p2,NA,NA,NA,NA,NA,female,NA,NA,NA
2016,Abr,p1,NA,NA,NA,NA,NA,female,0.334113032,NA,NA
2016,Abr,p2,NA,NA,NA,NA,NA,female,0.266468904,NA,NA
2016,May,p1,NA,NA,NA,NA,NA,female,0.27324219,NA,NA
2016,May,p2,NA,NA,NA,NA,NA,female,0.114643343,NA,NA
2016,Jun,p1,NA,NA,NA,NA,NA,female,0.178120419,NA,NA
2016,Jun,p2,NA,NA,NA,NA,NA,female,0.595255089,NA,NA
2016,Jul,p1,NA,NA,NA,NA,NA,female,0.473118689,NA,NA
2016,Jul,p2,3,2.266666667,NA,NA,NA,female,0.284745797,80.85106383,0.808510638
2016,Ago,p1,2,2.615789474,7,5.180251023,2.276016481,female,0.147227391,77.56581256,0.775658126
2016,Ago,p2,2,1.855813953,7,5.180251023,2.276016481,female,0.226737952,69.52658781,0.695265878
2016,Sep,p1,2,2.18504902,7,2.582892758,1.607138064,female,0.218920854,80.34198081,0.803419808
2016,Sep,p2,1,1.044491525,7,2.582892758,1.607138064,female,0.300399966,47.82916888,0.478291689
2016,Oct,p1,1,1.697994987,6,1.244939513,1.115768575,female,0.233344566,68.15852452,0.681585245
2016,Oct,p2,1,1.053593179,6,1.244939513,1.115768575,female,0.266407422,68.45580661,0.684558066
